Time,Value,MEASURE,Description
2013,1042,CABEE_4,Number of employing businesses: 5-19 employees (no.)
2014,1077,CABEE_4,Number of employing businesses: 5-19 employees (no.)
2015,1024,CABEE_4,Number of employing businesses: 5-19 employees (no.)
2016,1041,CABEE_4,Number of employing businesses: 5-19 employees (no.)
2017,1104,CABEE_4,Number of employing businesses: 5-19 employees (no.)
2013,314,CABEE_38,Number of employing businesses: 20 or more employees (no.)
2014,327,CABEE_38,Number of employing businesses: 20 or more employees (no.)
2015,319,CABEE_38,Number of employing businesses: 20 or more employees (no.)
2016,331,CABEE_38,Number of employing businesses: 20 or more employees (no.)
2017,340,CABEE_38,Number of employing businesses: 20 or more employees (no.)
2013,12911,CABEE_5,Total number of businesses (no.)
2014,13233,CABEE_5,Total number of businesses (no.)
2015,13438,CABEE_5,Total number of businesses (no.)
2016,14243,CABEE_5,Total number of businesses (no.)
2017,15172,CABEE_5,Total number of businesses (no.)
2014,1399,CABEE_7,Number of non employing business entries (no.)
2015,1438,CABEE_7,Number of non employing business entries (no.)
2016,1819,CABEE_7,Number of non employing business entries (no.)
2017,2015,CABEE_7,Number of non employing business entries (no.)
2014,672,CABEE_8,Number of employing business entries: 1-4 employees (no.)
2015,677,CABEE_8,Number of employing business entries: 1-4 employees (no.)
2016,727,CABEE_8,Number of employing business entries: 1-4 employees (no.)
2017,783,CABEE_8,Number of employing business entries: 1-4 employees (no.)
2014,55,CABEE_9,Number of employing business entries: 5-19 employees (no.)
2015,55,CABEE_9,Number of employing business entries: 5-19 employees (no.)
2016,57,CABEE_9,Number of employing business entries: 5-19 employees (no.)
2017,47,CABEE_9,Number of employing business entries: 5-19 employees (no.)
2014,8,CABEE_39,Number of employing business entries: 20 or more employees (no.)
2015,11,CABEE_39,Number of employing business entries: 20 or more employees (no.)
2016,8,CABEE_39,Number of employing business entries: 20 or more employees (no.)
2017,9,CABEE_39,Number of employing business entries: 20 or more employees (no.)
2014,2135,CABEE_10,Total number of business entries (no.)
2015,2175,CABEE_10,Total number of business entries (no.)
2016,2609,CABEE_10,Total number of business entries (no.)
2017,2852,CABEE_10,Total number of business entries (no.)
2014,1339,CABEE_12,Number of non employing business exits (no.)
2015,1344,CABEE_12,Number of non employing business exits (no.)
2016,1316,CABEE_12,Number of non employing business exits (no.)
2017,1365,CABEE_12,Number of non employing business exits (no.)
2014,379,CABEE_13,Number of employing business exits: 1-4 employees (no.)
2015,414,CABEE_13,Number of employing business exits: 1-4 employees (no.)
2016,399,CABEE_13,Number of employing business exits: 1-4 employees (no.)
2017,412,CABEE_13,Number of employing business exits: 1-4 employees (no.)
2014,56,CABEE_14,Number of employing business exits: 5-19 employees (no.)
2015,67,CABEE_14,Number of employing business exits: 5-19 employees (no.)
2016,67,CABEE_14,Number of employing business exits: 5-19 employees (no.)
2017,53,CABEE_14,Number of employing business exits: 5-19 employees (no.)
2014,9,CABEE_40,Number of employing business exits: 20 or more employees (no.)
2015,9,CABEE_40,Number of employing business exits: 20 or more employees (no.)
2016,12,CABEE_40,Number of employing business exits: 20 or more employees (no.)
2017,14,CABEE_40,Number of employing business exits: 20 or more employees (no.)
2014,1778,CABEE_15,Total number of business exits (no.)
2015,1831,CABEE_15,Total number of business exits (no.)
2016,1791,CABEE_15,Total number of business exits (no.)
2017,1840,CABEE_15,Total number of business exits (no.)
2013,68,CABEE_19,"Agriculture, Forestry and Fishing (no.)"
2014,63,CABEE_19,"Agriculture, Forestry and Fishing (no.)"
2015,55,CABEE_19,"Agriculture, Forestry and Fishing (no.)"
2016,52,CABEE_19,"Agriculture, Forestry and Fishing (no.)"
2017,52,CABEE_19,"Agriculture, Forestry and Fishing (no.)"
2013,4,CABEE_28,Mining (no.)
2014,4,CABEE_28,Mining (no.)
2015,11,CABEE_28,Mining (no.)
2016,11,CABEE_28,Mining (no.)
2017,10,CABEE_28,Mining (no.)
2013,550,CABEE_27,Manufacturing (no.)
2014,544,CABEE_27,Manufacturing (no.)
2015,546,CABEE_27,Manufacturing (no.)
2016,526,CABEE_27,Manufacturing (no.)
2017,539,CABEE_27,Manufacturing (no.)
2013,33,CABEE_23,"Electricity, Gas, Water & Waste Services (no.)"
2014,31,CABEE_23,"Electricity, Gas, Water & Waste Services (no.)"
2015,36,CABEE_23,"Electricity, Gas, Water & Waste Services (no.)"
2016,44,CABEE_23,"Electricity, Gas, Water & Waste Services (no.)"
2017,38,CABEE_23,"Electricity, Gas, Water & Waste Services (no.)"
2013,1916,CABEE_21,Construction (no.)
2014,1988,CABEE_21,Construction (no.)
2015,2082,CABEE_21,Construction (no.)
2016,2284,CABEE_21,Construction (no.)
2017,2460,CABEE_21,Construction (no.)
2013,664,CABEE_37,Wholesale trade (no.)
2014,653,CABEE_37,Wholesale trade (no.)
2015,630,CABEE_37,Wholesale trade (no.)
2016,653,CABEE_37,Wholesale trade (no.)
2017,657,CABEE_37,Wholesale trade (no.)
2013,936,CABEE_34,Retail trade (no.)
2014,926,CABEE_34,Retail trade (no.)
2015,914,CABEE_34,Retail trade (no.)
2016,926,CABEE_34,Retail trade (no.)
2017,953,CABEE_34,Retail trade (no.)
2013,529,CABEE_17,Accommodation and food services (no.)
2014,592,CABEE_17,Accommodation and food services (no.)
2015,604,CABEE_17,Accommodation and food services (no.)
2016,643,CABEE_17,Accommodation and food services (no.)
2017,676,CABEE_17,Accommodation and food services (no.)
2013,1856,CABEE_36,"Transport, Postal and Warehousing (no.)"
2014,1895,CABEE_36,"Transport, Postal and Warehousing (no.)"
2015,1895,CABEE_36,"Transport, Postal and Warehousing (no.)"
2016,2073,CABEE_36,"Transport, Postal and Warehousing (no.)"
2017,2350,CABEE_36,"Transport, Postal and Warehousing (no.)"
2013,123,CABEE_26,Information media and telecommunications (no.)
2014,137,CABEE_26,Information media and telecommunications (no.)
2015,146,CABEE_26,Information media and telecommunications (no.)
2016,165,CABEE_26,Information media and telecommunications (no.)
2017,181,CABEE_26,Information media and telecommunications (no.)
2013,776,CABEE_24,Financial and insurance services (no.)
2014,801,CABEE_24,Financial and insurance services (no.)
2015,833,CABEE_24,Financial and insurance services (no.)
2016,923,CABEE_24,Financial and insurance services (no.)
2017,966,CABEE_24,Financial and insurance services (no.)
2013,1639,CABEE_33,"Rental, Hiring, & Real Estate Services (no.)"
2014,1724,CABEE_33,"Rental, Hiring, & Real Estate Services (no.)"
2015,1794,CABEE_33,"Rental, Hiring, & Real Estate Services (no.)"
2016,1880,CABEE_33,"Rental, Hiring, & Real Estate Services (no.)"
2017,1944,CABEE_33,"Rental, Hiring, & Real Estate Services (no.)"
2013,1395,CABEE_31,Professional Scientific & Technical Services (no.)
2014,1451,CABEE_31,Professional Scientific & Technical Services (no.)
2015,1491,CABEE_31,Professional Scientific & Technical Services (no.)
2016,1537,CABEE_31,Professional Scientific & Technical Services (no.)
2017,1655,CABEE_31,Professional Scientific & Technical Services (no.)
2013,643,CABEE_18,Administrative and support services (no.)
2014,662,CABEE_18,Administrative and support services (no.)
2015,633,CABEE_18,Administrative and support services (no.)
2016,699,CABEE_18,Administrative and support services (no.)
2017,746,CABEE_18,Administrative and support services (no.)
2013,88,CABEE_32,Public administration and safety (no.)
2014,77,CABEE_32,Public administration and safety (no.)
2015,73,CABEE_32,Public administration and safety (no.)
2016,76,CABEE_32,Public administration and safety (no.)
2017,80,CABEE_32,Public administration and safety (no.)
2013,149,CABEE_22,Education and training (no.)
2014,160,CABEE_22,Education and training (no.)
2015,171,CABEE_22,Education and training (no.)
2016,183,CABEE_22,Education and training (no.)
2017,184,CABEE_22,Education and training (no.)
2013,544,CABEE_25,Health care and social assistance (no.)
2014,570,CABEE_25,Health care and social assistance (no.)
2015,593,CABEE_25,Health care and social assistance (no.)
2016,607,CABEE_25,Health care and social assistance (no.)
2017,656,CABEE_25,Health care and social assistance (no.)
2013,131,CABEE_20,Arts and recreation services (no.)
2014,138,CABEE_20,Arts and recreation services (no.)
2015,135,CABEE_20,Arts and recreation services (no.)
2016,137,CABEE_20,Arts and recreation services (no.)
2017,151,CABEE_20,Arts and recreation services (no.)
2013,540,CABEE_30,Other services (no.)
2014,563,CABEE_30,Other services (no.)
2015,614,CABEE_30,Other services (no.)
2016,640,CABEE_30,Other services (no.)
2017,652,CABEE_30,Other services (no.)
2013,317,CABEE_29,Currently unknown (no.)
2014,245,CABEE_29,Currently unknown (no.)
2015,189,CABEE_29,Currently unknown (no.)
2016,206,CABEE_29,Currently unknown (no.)
2017,219,CABEE_29,Currently unknown (no.)
2013,12911,CABEE_35,Number of Businesses by Industry - Total (no.)
2014,13233,CABEE_35,Number of Businesses by Industry - Total (no.)
2015,13438,CABEE_35,Number of Businesses by Industry - Total (no.)
2016,14243,CABEE_35,Number of Businesses by Industry - Total (no.)
2017,15172,CABEE_35,Number of Businesses by Industry - Total (no.)
2011,43,INSOLV_2,Total debtors entering business related personal insolvencies (no.)
2012,44,INSOLV_2,Total debtors entering business related personal insolvencies (no.)
2013,43,INSOLV_2,Total debtors entering business related personal insolvencies (no.)
2014,32,INSOLV_2,Total debtors entering business related personal insolvencies (no.)
2015,24,INSOLV_2,Total debtors entering business related personal insolvencies (no.)
2016,26,INSOLV_2,Total debtors entering business related personal insolvencies (no.)
2017,23,INSOLV_2,Total debtors entering business related personal insolvencies (no.)
2011,182,INSOLV_3,Total debtors entering non-business related personal insolvencies (no.)
2012,182,INSOLV_3,Total debtors entering non-business related personal insolvencies (no.)
2013,177,INSOLV_3,Total debtors entering non-business related personal insolvencies (no.)
2014,144,INSOLV_3,Total debtors entering non-business related personal insolvencies (no.)
2015,166,INSOLV_3,Total debtors entering non-business related personal insolvencies (no.)
2016,123,INSOLV_3,Total debtors entering non-business related personal insolvencies (no.)
2017,137,INSOLV_3,Total debtors entering non-business related personal insolvencies (no.)
2011,225,INSOLV_4,Total debtors entering personal insolvencies (no.)
2012,226,INSOLV_4,Total debtors entering personal insolvencies (no.)
2013,220,INSOLV_4,Total debtors entering personal insolvencies (no.)
2014,176,INSOLV_4,Total debtors entering personal insolvencies (no.)
2015,190,INSOLV_4,Total debtors entering personal insolvencies (no.)
2016,195,INSOLV_4,Total debtors entering personal insolvencies (no.)
2017,160,INSOLV_4,Total debtors entering personal insolvencies (no.)
2011,19,INSOLV_6,Business related insolvencies caused by economic conditions (no.)
2012,14,INSOLV_6,Business related insolvencies caused by economic conditions (no.)
2013,9,INSOLV_6,Business related insolvencies caused by economic conditions (no.)
2014,19,INSOLV_6,Business related insolvencies caused by economic conditions (no.)
2015,6,INSOLV_6,Business related insolvencies caused by economic conditions (no.)
2016,8,INSOLV_6,Business related insolvencies caused by economic conditions (no.)
2017,5,INSOLV_6,Business related insolvencies caused by economic conditions (no.)
2011,53,INSOLV_7,Non-business related insolvencies caused by excessive use of credit (no.)
2012,55,INSOLV_7,Non-business related insolvencies caused by excessive use of credit (no.)
2013,58,INSOLV_7,Non-business related insolvencies caused by excessive use of credit (no.)
2014,46,INSOLV_7,Non-business related insolvencies caused by excessive use of credit (no.)
2015,68,INSOLV_7,Non-business related insolvencies caused by excessive use of credit (no.)
2016,65,INSOLV_7,Non-business related insolvencies caused by excessive use of credit (no.)
2017,53,INSOLV_7,Non-business related insolvencies caused by excessive use of credit (no.)
2011,62,INSOLV_8,Non-business related insolvencies caused by unemployment or loss of income (no.)
2012,49,INSOLV_8,Non-business related insolvencies caused by unemployment or loss of income (no.)
2013,51,INSOLV_8,Non-business related insolvencies caused by unemployment or loss of income (no.)
2014,42,INSOLV_8,Non-business related insolvencies caused by unemployment or loss of income (no.)
2015,37,INSOLV_8,Non-business related insolvencies caused by unemployment or loss of income (no.)
2016,43,INSOLV_8,Non-business related insolvencies caused by unemployment or loss of income (no.)
2017,33,INSOLV_8,Non-business related insolvencies caused by unemployment or loss of income (no.)
2011,20,INSOLV_10,Managers (no.)
2012,18,INSOLV_10,Managers (no.)
2013,20,INSOLV_10,Managers (no.)
2014,18,INSOLV_10,Managers (no.)
2015,24,INSOLV_10,Managers (no.)
2016,29,INSOLV_10,Managers (no.)
2017,23,INSOLV_10,Managers (no.)
2011,18,INSOLV_11,Professionals (no.)
2012,18,INSOLV_11,Professionals (no.)
2013,20,INSOLV_11,Professionals (no.)
2014,10,INSOLV_11,Professionals (no.)
2015,19,INSOLV_11,Professionals (no.)
2016,18,INSOLV_11,Professionals (no.)
2017,12,INSOLV_11,Professionals (no.)
2011,35,INSOLV_12,Technicians and trades workers (no.)
2012,27,INSOLV_12,Technicians and trades workers (no.)
2013,26,INSOLV_12,Technicians and trades workers (no.)
2014,23,INSOLV_12,Technicians and trades workers (no.)
2015,29,INSOLV_12,Technicians and trades workers (no.)
2016,31,INSOLV_12,Technicians and trades workers (no.)
2017,14,INSOLV_12,Technicians and trades workers (no.)
2011,29,INSOLV_13,Community and personal service workers (no.)
2012,27,INSOLV_13,Community and personal service workers (no.)
2013,22,INSOLV_13,Community and personal service workers (no.)
2014,22,INSOLV_13,Community and personal service workers (no.)
2015,21,INSOLV_13,Community and personal service workers (no.)
2016,18,INSOLV_13,Community and personal service workers (no.)
2017,24,INSOLV_13,Community and personal service workers (no.)
2011,35,INSOLV_14,Clerical and administrative workers (no.)
2012,43,INSOLV_14,Clerical and administrative workers (no.)
2013,31,INSOLV_14,Clerical and administrative workers (no.)
2014,21,INSOLV_14,Clerical and administrative workers (no.)
2015,28,INSOLV_14,Clerical and administrative workers (no.)
2016,34,INSOLV_14,Clerical and administrative workers (no.)
2017,32,INSOLV_14,Clerical and administrative workers (no.)
2011,17,INSOLV_15,Sales workers (no.)
2012,17,INSOLV_15,Sales workers (no.)
2013,26,INSOLV_15,Sales workers (no.)
2014,24,INSOLV_15,Sales workers (no.)
2015,14,INSOLV_15,Sales workers (no.)
2016,16,INSOLV_15,Sales workers (no.)
2017,17,INSOLV_15,Sales workers (no.)
2011,19,INSOLV_16,Machinery operators and drivers (no.)
2012,23,INSOLV_16,Machinery operators and drivers (no.)
2013,26,INSOLV_16,Machinery operators and drivers (no.)
2014,21,INSOLV_16,Machinery operators and drivers (no.)
2015,23,INSOLV_16,Machinery operators and drivers (no.)
2016,15,INSOLV_16,Machinery operators and drivers (no.)
2017,14,INSOLV_16,Machinery operators and drivers (no.)
2011,21,INSOLV_17,Labourers (no.)
2012,21,INSOLV_17,Labourers (no.)
2013,18,INSOLV_17,Labourers (no.)
2014,14,INSOLV_17,Labourers (no.)
2015,17,INSOLV_17,Labourers (no.)
2016,19,INSOLV_17,Labourers (no.)
2017,11,INSOLV_17,Labourers (no.)
2011,31,INSOLV_18,Debtors with other or unknown occupations (no.)
2012,32,INSOLV_18,Debtors with other or unknown occupations (no.)
2013,31,INSOLV_18,Debtors with other or unknown occupations (no.)
2014,23,INSOLV_18,Debtors with other or unknown occupations (no.)
2015,13,INSOLV_18,Debtors with other or unknown occupations (no.)
2016,15,INSOLV_18,Debtors with other or unknown occupations (no.)
2017,13,INSOLV_18,Debtors with other or unknown occupations (no.)
2013,76663,MVC_14,Passenger vehicles (no.)
2014,79479,MVC_14,Passenger vehicles (no.)
2015,80356,MVC_14,Passenger vehicles (no.)
2016,83894,MVC_14,Passenger vehicles (no.)
2017,86831,MVC_14,Passenger vehicles (no.)
2013,74,MVC_15,Campervans (no.)
2014,246,MVC_15,Campervans (no.)
2015,127,MVC_15,Campervans (no.)
2016,187,MVC_15,Campervans (no.)
2017,238,MVC_15,Campervans (no.)
2013,8473,MVC_16,Light commercial vehicles (no.)
2014,8699,MVC_16,Light commercial vehicles (no.)
2015,9050,MVC_16,Light commercial vehicles (no.)
2016,9413,MVC_16,Light commercial vehicles (no.)
2017,9794,MVC_16,Light commercial vehicles (no.)
2013,894,MVC_17,Light rigid trucks (no.)
2014,900,MVC_17,Light rigid trucks (no.)
2015,909,MVC_17,Light rigid trucks (no.)
2016,960,MVC_17,Light rigid trucks (no.)
2017,954,MVC_17,Light rigid trucks (no.)
2013,989,MVC_18,Heavy rigid trucks (no.)
2014,1057,MVC_18,Heavy rigid trucks (no.)
2015,1054,MVC_18,Heavy rigid trucks (no.)
2016,1097,MVC_18,Heavy rigid trucks (no.)
2017,1142,MVC_18,Heavy rigid trucks (no.)
2013,222,MVC_19,Articulated trucks (no.)
2014,217,MVC_19,Articulated trucks (no.)
2015,231,MVC_19,Articulated trucks (no.)
2016,246,MVC_19,Articulated trucks (no.)
2017,254,MVC_19,Articulated trucks (no.)
2013,47,MVC_20,Non-freight carrying trucks (no.)
2014,39,MVC_20,Non-freight carrying trucks (no.)
2015,43,MVC_20,Non-freight carrying trucks (no.)
2016,45,MVC_20,Non-freight carrying trucks (no.)
2017,30,MVC_20,Non-freight carrying trucks (no.)
2013,447,MVC_21,Buses (no.)
2014,430,MVC_21,Buses (no.)
2015,462,MVC_21,Buses (no.)
2016,475,MVC_21,Buses (no.)
2017,470,MVC_21,Buses (no.)
2013,2663,MVC_22,Motorcycles (no.)
2014,2811,MVC_22,Motorcycles (no.)
2015,3044,MVC_22,Motorcycles (no.)
2016,3269,MVC_22,Motorcycles (no.)
2017,3542,MVC_22,Motorcycles (no.)
2013,90509,MVC_38,Total Registered Motor Vehicles (no.)
2014,93959,MVC_38,Total Registered Motor Vehicles (no.)
2015,95301,MVC_38,Total Registered Motor Vehicles (no.)
2016,99623,MVC_38,Total Registered Motor Vehicles (no.)
2017,103249,MVC_38,Total Registered Motor Vehicles (no.)
2013,80088,MVC_29,Petrol (no.)
2014,82524,MVC_29,Petrol (no.)
2015,82873,MVC_29,Petrol (no.)
2016,85615,MVC_29,Petrol (no.)
2017,87785,MVC_29,Petrol (no.)
2013,7927,MVC_30,Diesel (no.)
2014,8917,MVC_30,Diesel (no.)
2015,9951,MVC_30,Diesel (no.)
2016,11587,MVC_30,Diesel (no.)
2017,13062,MVC_30,Diesel (no.)
2013,2095,MVC_31,LPG/Dual/Other (no.)
2014,1982,MVC_31,LPG/Dual/Other (no.)
2015,1812,MVC_31,LPG/Dual/Other (no.)
2016,1590,MVC_31,LPG/Dual/Other (no.)
2017,1365,MVC_31,LPG/Dual/Other (no.)
2013,3,MVC_33,Electric (no.)
2014,7,MVC_33,Electric (no.)
2015,26,MVC_33,Electric (no.)
2016,10,MVC_33,Electric (no.)
2017,27,MVC_33,Electric (no.)
2013,27881,MVC_35,Less than 5 years (no.)
2014,30362,MVC_35,Less than 5 years (no.)
2015,30325,MVC_35,Less than 5 years (no.)
2016,33020,MVC_35,Less than 5 years (no.)
2017,34955,MVC_35,Less than 5 years (no.)
2013,26001,MVC_36,5 to 10 years (no.)
2014,26082,MVC_36,5 to 10 years (no.)
2015,26438,MVC_36,5 to 10 years (no.)
2016,27123,MVC_36,5 to 10 years (no.)
2017,27652,MVC_36,5 to 10 years (no.)
2013,36627,MVC_37,Over 10 years (no.)
2014,37515,MVC_37,Over 10 years (no.)
2015,38538,MVC_37,Over 10 years (no.)
2016,39480,MVC_37,Over 10 years (no.)
2017,40642,MVC_37,Over 10 years (no.)
2011,0.1,EMP_IND_2,"Agriculture, Forestry and Fishing (%)"
2016,0.1,EMP_IND_2,"Agriculture, Forestry and Fishing (%)"
2011,0.1,EMP_IND_3,Mining (%)
2016,0.1,EMP_IND_3,Mining (%)
2011,7.1,EMP_IND_4,Manufacturing  (%)
2016,4.3,EMP_IND_4,Manufacturing  (%)
2011,0.7,EMP_IND_5,"Electricity, Gas, Water & Waste Services (%)"
2016,0.6,EMP_IND_5,"Electricity, Gas, Water & Waste Services (%)"
2011,6.1,EMP_IND_6,Construction (%)
2016,7.4,EMP_IND_6,Construction (%)
2011,5,EMP_IND_7,Wholesale trade (%)
2016,3.1,EMP_IND_7,Wholesale trade (%)
2011,10.1,EMP_IND_8,Retail trade (%)
2016,9.9,EMP_IND_8,Retail trade (%)
2011,8.3,EMP_IND_9,Accommodation and food services (%)
2016,9.1,EMP_IND_9,Accommodation and food services (%)
2011,9.6,EMP_IND_10,"Transport, Postal and Warehousing (%)"
2016,8.6,EMP_IND_10,"Transport, Postal and Warehousing (%)"
2011,2.4,EMP_IND_11,Information media and telecommunications (%)
2016,2.2,EMP_IND_11,Information media and telecommunications (%)
2011,6.2,EMP_IND_12,Financial and insurance services (%)
2016,6.1,EMP_IND_12,Financial and insurance services (%)
2011,1.8,EMP_IND_13,"Rental, Hiring, & Real Estate Services (%)"
2016,1.9,EMP_IND_13,"Rental, Hiring, & Real Estate Services (%)"
2011,7.5,EMP_IND_14,Professional Scientific & Technical Services (%)
2016,8.5,EMP_IND_14,Professional Scientific & Technical Services (%)
2011,4.3,EMP_IND_15,Administrative and support services (%)
2016,4.7,EMP_IND_15,Administrative and support services (%)
2011,5.8,EMP_IND_16,Public administration and safety (%)
2016,5.6,EMP_IND_16,Public administration and safety (%)
2011,6,EMP_IND_17,Education and training (%)
2016,6.6,EMP_IND_17,Education and training (%)
2011,10.7,EMP_IND_18,Health care and social assistance (%)
2016,10.9,EMP_IND_18,Health care and social assistance (%)
2011,1.6,EMP_IND_19,Arts and recreation services (%)
2016,1.6,EMP_IND_19,Arts and recreation services (%)
2011,3.8,EMP_IND_20,Other services (%)
2016,3.6,EMP_IND_20,Other services (%)
2011,63353,EMP_IND_21,Total persons employed (no.)
2016,75788,EMP_IND_21,Total persons employed (no.)
2011,64254,INCOME_4,Employee income earners (no.)
2012,65367,INCOME_4,Employee income earners (no.)
2013,67087,INCOME_4,Employee income earners (no.)
2014,69664,INCOME_4,Employee income earners (no.)
2015,74591,INCOME_4,Employee income earners (no.)
2016,76639,INCOME_4,Employee income earners (no.)
2011,37,INCOME_20,Employee income earners - median age (years)
2012,37,INCOME_20,Employee income earners - median age (years)
2013,37,INCOME_20,Employee income earners - median age (years)
2014,37,INCOME_20,Employee income earners - median age (years)
2015,36,INCOME_20,Employee income earners - median age (years)
2016,36,INCOME_20,Employee income earners - median age (years)
2011,3240761301,INCOME_3,Total employee income ($)
2012,3451015530,INCOME_3,Total employee income ($)
2013,3672331242,INCOME_3,Total employee income ($)
2014,3920435032,INCOME_3,Total employee income ($)
2015,4306715461,INCOME_3,Total employee income ($)
2016,4597691305,INCOME_3,Total employee income ($)
2011,43616,INCOME_2,Median employee income ($)
2012,45857,INCOME_2,Median employee income ($)
2013,47780,INCOME_2,Median employee income ($)
2014,49070,INCOME_2,Median employee income ($)
2015,50093,INCOME_2,Median employee income ($)
2016,51928,INCOME_2,Median employee income ($)
2011,50437,INCOME_21,Mean employee income ($)
2012,52794,INCOME_21,Mean employee income ($)
2013,54740,INCOME_21,Mean employee income ($)
2014,56276,INCOME_21,Mean employee income ($)
2015,57738,INCOME_21,Mean employee income ($)
2016,59992,INCOME_21,Mean employee income ($)
2011,80.6,INCOME_22,Employee income as main source of income (%)
2012,80.6,INCOME_22,Employee income as main source of income (%)
2013,80.5,INCOME_22,Employee income as main source of income (%)
2014,80.8,INCOME_22,Employee income as main source of income (%)
2015,80.6,INCOME_22,Employee income as main source of income (%)
2016,80.6,INCOME_22,Employee income as main source of income (%)
2011,10252,INCOME_7,Own unincorporated business income earners (no.)
2012,10363,INCOME_7,Own unincorporated business income earners (no.)
2013,10620,INCOME_7,Own unincorporated business income earners (no.)
2014,10963,INCOME_7,Own unincorporated business income earners (no.)
2015,11616,INCOME_7,Own unincorporated business income earners (no.)
2016,12758,INCOME_7,Own unincorporated business income earners (no.)
2011,44,INCOME_23,Own unincorporated business income earners - median age (years)
2012,45,INCOME_23,Own unincorporated business income earners - median age (years)
2013,44,INCOME_23,Own unincorporated business income earners - median age (years)
2014,44,INCOME_23,Own unincorporated business income earners - median age (years)
2015,44,INCOME_23,Own unincorporated business income earners - median age (years)
2016,43,INCOME_23,Own unincorporated business income earners - median age (years)
2011,204596730,INCOME_6,Total own unincorporated business income ($)
2012,210534080,INCOME_6,Total own unincorporated business income ($)
2013,226019543,INCOME_6,Total own unincorporated business income ($)
2014,241603340,INCOME_6,Total own unincorporated business income ($)
2015,262096590,INCOME_6,Total own unincorporated business income ($)
2016,289271304,INCOME_6,Total own unincorporated business income ($)
2011,13110,INCOME_5,Median own unincorporated business income ($)
2012,13700,INCOME_5,Median own unincorporated business income ($)
2013,14709,INCOME_5,Median own unincorporated business income ($)
2014,15013,INCOME_5,Median own unincorporated business income ($)
2015,15127,INCOME_5,Median own unincorporated business income ($)
2016,14688,INCOME_5,Median own unincorporated business income ($)
2011,19957,INCOME_24,Mean own unincorporated business income ($)
2012,20316,INCOME_24,Mean own unincorporated business income ($)
2013,21282,INCOME_24,Mean own unincorporated business income ($)
2014,22038,INCOME_24,Mean own unincorporated business income ($)
2015,22563,INCOME_24,Mean own unincorporated business income ($)
2016,22674,INCOME_24,Mean own unincorporated business income ($)
2011,7.8,INCOME_25,Own unincorporated business income as main source of income (%)
2012,7.8,INCOME_25,Own unincorporated business income as main source of income (%)
2013,7.9,INCOME_25,Own unincorporated business income as main source of income (%)
2014,7.9,INCOME_25,Own unincorporated business income as main source of income (%)
2015,7.9,INCOME_25,Own unincorporated business income as main source of income (%)
2016,8,INCOME_25,Own unincorporated business income as main source of income (%)
2011,50015,INCOME_10,Investment income earners (no.)
2012,52239,INCOME_10,Investment income earners (no.)
2013,53574,INCOME_10,Investment income earners (no.)
2014,55634,INCOME_10,Investment income earners (no.)
2015,60766,INCOME_10,Investment income earners (no.)
2016,64618,INCOME_10,Investment income earners (no.)
2011,42,INCOME_26,Investment income earners - median age (years)
2012,42,INCOME_26,Investment income earners - median age (years)
2013,42,INCOME_26,Investment income earners - median age (years)
2014,42,INCOME_26,Investment income earners - median age (years)
2015,41,INCOME_26,Investment income earners - median age (years)
2016,40,INCOME_26,Investment income earners - median age (years)
2011,235921500,INCOME_9,Total investment income ($)
2012,254586075,INCOME_9,Total investment income ($)
2013,270785868,INCOME_9,Total investment income ($)
2014,298636852,INCOME_9,Total investment income ($)
2015,314551536,INCOME_9,Total investment income ($)
2016,315249750,INCOME_9,Total investment income ($)
2011,389,INCOME_8,Median investment income ($)
2012,391,INCOME_8,Median investment income ($)
2013,380,INCOME_8,Median investment income ($)
2014,400,INCOME_8,Median investment income ($)
2015,323,INCOME_8,Median investment income ($)
2016,243,INCOME_8,Median investment income ($)
2011,4717,INCOME_27,Mean investment income ($)
2012,4873,INCOME_27,Mean investment income ($)
2013,5054,INCOME_27,Mean investment income ($)
2014,5368,INCOME_27,Mean investment income ($)
2015,5176,INCOME_27,Mean investment income ($)
2016,4879,INCOME_27,Mean investment income ($)
2011,10.3,INCOME_28,Investment income as main source of income (%)
2012,10.2,INCOME_28,Investment income as main source of income (%)
2013,10.2,INCOME_28,Investment income as main source of income (%)
2014,10,INCOME_28,Investment income as main source of income (%)
2015,10.3,INCOME_28,Investment income as main source of income (%)
2016,10.1,INCOME_28,Investment income as main source of income (%)
2011,1414,INCOME_13,Superannuation and annuity income earners (no.)
2012,1415,INCOME_13,Superannuation and annuity income earners (no.)
2013,1495,INCOME_13,Superannuation and annuity income earners (no.)
2014,1519,INCOME_13,Superannuation and annuity income earners (no.)
2015,1462,INCOME_13,Superannuation and annuity income earners (no.)
2016,1467,INCOME_13,Superannuation and annuity income earners (no.)
2011,58,INCOME_29,Superannuation and annuity income earners - median age (years)
2012,58,INCOME_29,Superannuation and annuity income earners - median age (years)
2013,58,INCOME_29,Superannuation and annuity income earners - median age (years)
2014,58,INCOME_29,Superannuation and annuity income earners - median age (years)
2015,58,INCOME_29,Superannuation and annuity income earners - median age (years)
2016,59,INCOME_29,Superannuation and annuity income earners - median age (years)
2011,30290527,INCOME_12,Total superannuation and annuity income ($)
2012,34171902,INCOME_12,Total superannuation and annuity income ($)
2013,33922518,INCOME_12,Total superannuation and annuity income ($)
2014,38872345,INCOME_12,Total superannuation and annuity income ($)
2015,35907533,INCOME_12,Total superannuation and annuity income ($)
