Time,Value,MEASURE,Description
2013,2294,CABEE_3,Number of employing businesses: 1-4 employees (no.)
2014,2261,CABEE_3,Number of employing businesses: 1-4 employees (no.)
2015,2394,CABEE_3,Number of employing businesses: 1-4 employees (no.)
2016,2411,CABEE_3,Number of employing businesses: 1-4 employees (no.)
2017,2431,CABEE_3,Number of employing businesses: 1-4 employees (no.)
2013,592,CABEE_4,Number of employing businesses: 5-19 employees (no.)
2014,597,CABEE_4,Number of employing businesses: 5-19 employees (no.)
2015,584,CABEE_4,Number of employing businesses: 5-19 employees (no.)
2016,597,CABEE_4,Number of employing businesses: 5-19 employees (no.)
2017,619,CABEE_4,Number of employing businesses: 5-19 employees (no.)
2013,142,CABEE_38,Number of employing businesses: 20 or more employees (no.)
2014,145,CABEE_38,Number of employing businesses: 20 or more employees (no.)
2015,154,CABEE_38,Number of employing businesses: 20 or more employees (no.)
2016,163,CABEE_38,Number of employing businesses: 20 or more employees (no.)
2017,161,CABEE_38,Number of employing businesses: 20 or more employees (no.)
2013,9251,CABEE_5,Total number of businesses (no.)
2014,9369,CABEE_5,Total number of businesses (no.)
2015,9571,CABEE_5,Total number of businesses (no.)
2016,9737,CABEE_5,Total number of businesses (no.)
2017,9989,CABEE_5,Total number of businesses (no.)
2014,929,CABEE_7,Number of non employing business entries (no.)
2015,964,CABEE_7,Number of non employing business entries (no.)
2016,987,CABEE_7,Number of non employing business entries (no.)
2017,1048,CABEE_7,Number of non employing business entries (no.)
2014,287,CABEE_8,Number of employing business entries: 1-4 employees (no.)
2015,316,CABEE_8,Number of employing business entries: 1-4 employees (no.)
2016,326,CABEE_8,Number of employing business entries: 1-4 employees (no.)
2017,331,CABEE_8,Number of employing business entries: 1-4 employees (no.)
2014,37,CABEE_9,Number of employing business entries: 5-19 employees (no.)
2015,31,CABEE_9,Number of employing business entries: 5-19 employees (no.)
2016,37,CABEE_9,Number of employing business entries: 5-19 employees (no.)
2017,32,CABEE_9,Number of employing business entries: 5-19 employees (no.)
2014,5,CABEE_39,Number of employing business entries: 20 or more employees (no.)
2015,15,CABEE_39,Number of employing business entries: 20 or more employees (no.)
2016,4,CABEE_39,Number of employing business entries: 20 or more employees (no.)
2017,5,CABEE_39,Number of employing business entries: 20 or more employees (no.)
2014,1259,CABEE_10,Total number of business entries (no.)
2015,1323,CABEE_10,Total number of business entries (no.)
2016,1360,CABEE_10,Total number of business entries (no.)
2017,1415,CABEE_10,Total number of business entries (no.)
2014,925,CABEE_12,Number of non employing business exits (no.)
2015,942,CABEE_12,Number of non employing business exits (no.)
2016,990,CABEE_12,Number of non employing business exits (no.)
2017,930,CABEE_12,Number of non employing business exits (no.)
2014,204,CABEE_13,Number of employing business exits: 1-4 employees (no.)
2015,170,CABEE_13,Number of employing business exits: 1-4 employees (no.)
2016,206,CABEE_13,Number of employing business exits: 1-4 employees (no.)
2017,195,CABEE_13,Number of employing business exits: 1-4 employees (no.)
2014,30,CABEE_14,Number of employing business exits: 5-19 employees (no.)
2015,31,CABEE_14,Number of employing business exits: 5-19 employees (no.)
2016,24,CABEE_14,Number of employing business exits: 5-19 employees (no.)
2017,34,CABEE_14,Number of employing business exits: 5-19 employees (no.)
2014,8,CABEE_40,Number of employing business exits: 20 or more employees (no.)
2015,7,CABEE_40,Number of employing business exits: 20 or more employees (no.)
2016,4,CABEE_40,Number of employing business exits: 20 or more employees (no.)
2017,6,CABEE_40,Number of employing business exits: 20 or more employees (no.)
2014,1170,CABEE_15,Total number of business exits (no.)
2015,1150,CABEE_15,Total number of business exits (no.)
2016,1231,CABEE_15,Total number of business exits (no.)
2017,1162,CABEE_15,Total number of business exits (no.)
2013,177,CABEE_19,"Agriculture, Forestry and Fishing (no.)"
2014,177,CABEE_19,"Agriculture, Forestry and Fishing (no.)"
2015,164,CABEE_19,"Agriculture, Forestry and Fishing (no.)"
2016,149,CABEE_19,"Agriculture, Forestry and Fishing (no.)"
2017,159,CABEE_19,"Agriculture, Forestry and Fishing (no.)"
2013,12,CABEE_28,Mining (no.)
2014,13,CABEE_28,Mining (no.)
2015,20,CABEE_28,Mining (no.)
2016,11,CABEE_28,Mining (no.)
2017,10,CABEE_28,Mining (no.)
2013,147,CABEE_27,Manufacturing (no.)
2014,157,CABEE_27,Manufacturing (no.)
2015,159,CABEE_27,Manufacturing (no.)
2016,158,CABEE_27,Manufacturing (no.)
2017,159,CABEE_27,Manufacturing (no.)
2013,15,CABEE_23,"Electricity, Gas, Water & Waste Services (no.)"
2014,19,CABEE_23,"Electricity, Gas, Water & Waste Services (no.)"
2015,18,CABEE_23,"Electricity, Gas, Water & Waste Services (no.)"
2016,16,CABEE_23,"Electricity, Gas, Water & Waste Services (no.)"
2017,13,CABEE_23,"Electricity, Gas, Water & Waste Services (no.)"
2013,447,CABEE_21,Construction (no.)
2014,455,CABEE_21,Construction (no.)
2015,455,CABEE_21,Construction (no.)
2016,485,CABEE_21,Construction (no.)
2017,491,CABEE_21,Construction (no.)
2013,359,CABEE_37,Wholesale trade (no.)
2014,337,CABEE_37,Wholesale trade (no.)
2015,336,CABEE_37,Wholesale trade (no.)
2016,332,CABEE_37,Wholesale trade (no.)
2017,344,CABEE_37,Wholesale trade (no.)
2013,603,CABEE_34,Retail trade (no.)
2014,602,CABEE_34,Retail trade (no.)
2015,598,CABEE_34,Retail trade (no.)
2016,616,CABEE_34,Retail trade (no.)
2017,612,CABEE_34,Retail trade (no.)
2013,312,CABEE_17,Accommodation and food services (no.)
2014,308,CABEE_17,Accommodation and food services (no.)
2015,320,CABEE_17,Accommodation and food services (no.)
2016,335,CABEE_17,Accommodation and food services (no.)
2017,338,CABEE_17,Accommodation and food services (no.)
2013,108,CABEE_36,"Transport, Postal and Warehousing (no.)"
2014,104,CABEE_36,"Transport, Postal and Warehousing (no.)"
2015,100,CABEE_36,"Transport, Postal and Warehousing (no.)"
2016,133,CABEE_36,"Transport, Postal and Warehousing (no.)"
2017,156,CABEE_36,"Transport, Postal and Warehousing (no.)"
2013,233,CABEE_26,Information media and telecommunications (no.)
2014,252,CABEE_26,Information media and telecommunications (no.)
2015,266,CABEE_26,Information media and telecommunications (no.)
2016,265,CABEE_26,Information media and telecommunications (no.)
2017,268,CABEE_26,Information media and telecommunications (no.)
2013,1299,CABEE_24,Financial and insurance services (no.)
2014,1381,CABEE_24,Financial and insurance services (no.)
2015,1458,CABEE_24,Financial and insurance services (no.)
2016,1507,CABEE_24,Financial and insurance services (no.)
2017,1593,CABEE_24,Financial and insurance services (no.)
2013,1831,CABEE_33,"Rental, Hiring, & Real Estate Services (no.)"
2014,1834,CABEE_33,"Rental, Hiring, & Real Estate Services (no.)"
2015,1881,CABEE_33,"Rental, Hiring, & Real Estate Services (no.)"
2016,1871,CABEE_33,"Rental, Hiring, & Real Estate Services (no.)"
2017,1836,CABEE_33,"Rental, Hiring, & Real Estate Services (no.)"
2013,1724,CABEE_31,Professional Scientific & Technical Services (no.)
2014,1730,CABEE_31,Professional Scientific & Technical Services (no.)
2015,1746,CABEE_31,Professional Scientific & Technical Services (no.)
2016,1760,CABEE_31,Professional Scientific & Technical Services (no.)
2017,1871,CABEE_31,Professional Scientific & Technical Services (no.)
2013,340,CABEE_18,Administrative and support services (no.)
2014,334,CABEE_18,Administrative and support services (no.)
2015,336,CABEE_18,Administrative and support services (no.)
2016,342,CABEE_18,Administrative and support services (no.)
2017,349,CABEE_18,Administrative and support services (no.)
2013,19,CABEE_32,Public administration and safety (no.)
2014,16,CABEE_32,Public administration and safety (no.)
2015,22,CABEE_32,Public administration and safety (no.)
2016,22,CABEE_32,Public administration and safety (no.)
2017,22,CABEE_32,Public administration and safety (no.)
2013,125,CABEE_22,Education and training (no.)
2014,129,CABEE_22,Education and training (no.)
2015,153,CABEE_22,Education and training (no.)
2016,149,CABEE_22,Education and training (no.)
2017,137,CABEE_22,Education and training (no.)
2013,851,CABEE_25,Health care and social assistance (no.)
2014,881,CABEE_25,Health care and social assistance (no.)
2015,920,CABEE_25,Health care and social assistance (no.)
2016,943,CABEE_25,Health care and social assistance (no.)
2017,984,CABEE_25,Health care and social assistance (no.)
2013,216,CABEE_20,Arts and recreation services (no.)
2014,220,CABEE_20,Arts and recreation services (no.)
2015,213,CABEE_20,Arts and recreation services (no.)
2016,214,CABEE_20,Arts and recreation services (no.)
2017,221,CABEE_20,Arts and recreation services (no.)
2013,236,CABEE_30,Other services (no.)
2014,247,CABEE_30,Other services (no.)
2015,263,CABEE_30,Other services (no.)
2016,271,CABEE_30,Other services (no.)
2017,281,CABEE_30,Other services (no.)
2013,185,CABEE_29,Currently unknown (no.)
2014,168,CABEE_29,Currently unknown (no.)
2015,137,CABEE_29,Currently unknown (no.)
2016,146,CABEE_29,Currently unknown (no.)
2017,150,CABEE_29,Currently unknown (no.)
2013,9251,CABEE_35,Number of Businesses by Industry - Total (no.)
2014,9369,CABEE_35,Number of Businesses by Industry - Total (no.)
2015,9571,CABEE_35,Number of Businesses by Industry - Total (no.)
2016,9737,CABEE_35,Number of Businesses by Industry - Total (no.)
2017,9989,CABEE_35,Number of Businesses by Industry - Total (no.)
2017,65,BUILDING_2,Private sector houses (no.)
2017,273,BUILDING_3,Private sector dwellings excluding houses (no.)
2017,338,BUILDING_12,Total private sector dwelling units (no.)
2017,338,BUILDING_4,Total dwelling units (no.)
2017,220,BUILDING_5,Value of private sector houses ($m)
2017,157,BUILDING_6,Value of private sector dwellings excluding houses ($m)
2017,377,BUILDING_7,Total value of private sector dwelling units ($m)
2017,372,BUILDING_8,Value of residential building ($m)
2017,56,BUILDING_9,Value of non-residential building ($m)
2017,428,BUILDING_10,Value of total building ($m)
2014,678,HOUSES_2,Houses - number of transfers (no.)
2015,724,HOUSES_2,Houses - number of transfers (no.)
2016,641,HOUSES_2,Houses - number of transfers (no.)
2014,2362500,HOUSES_3,Houses - median sale price ($)
2015,2472500,HOUSES_3,Houses - median sale price ($)
2016,3210000,HOUSES_3,Houses - median sale price ($)
2014,880,HOUSES_4,Attached Dwellings - number of transfers (no.)
2015,759,HOUSES_4,Attached Dwellings - number of transfers (no.)
2016,680,HOUSES_4,Attached Dwellings - number of transfers (no.)
2014,900000,HOUSES_5,Attached Dwellings - median sale price ($)
2015,1010000,HOUSES_5,Attached Dwellings - median sale price ($)
2016,1100000,HOUSES_5,Attached Dwellings - median sale price ($)
2011,21,INSOLV_2,Total debtors entering business related personal insolvencies (no.)
2012,16,INSOLV_2,Total debtors entering business related personal insolvencies (no.)
2013,26,INSOLV_2,Total debtors entering business related personal insolvencies (no.)
2014,20,INSOLV_2,Total debtors entering business related personal insolvencies (no.)
2015,14,INSOLV_2,Total debtors entering business related personal insolvencies (no.)
2016,12,INSOLV_2,Total debtors entering business related personal insolvencies (no.)
2017,14,INSOLV_2,Total debtors entering business related personal insolvencies (no.)
2011,51,INSOLV_3,Total debtors entering non-business related personal insolvencies (no.)
2012,38,INSOLV_3,Total debtors entering non-business related personal insolvencies (no.)
2013,29,INSOLV_3,Total debtors entering non-business related personal insolvencies (no.)
2014,44,INSOLV_3,Total debtors entering non-business related personal insolvencies (no.)
2015,38,INSOLV_3,Total debtors entering non-business related personal insolvencies (no.)
2016,27,INSOLV_3,Total debtors entering non-business related personal insolvencies (no.)
2017,29,INSOLV_3,Total debtors entering non-business related personal insolvencies (no.)
2011,72,INSOLV_4,Total debtors entering personal insolvencies (no.)
2012,54,INSOLV_4,Total debtors entering personal insolvencies (no.)
2013,55,INSOLV_4,Total debtors entering personal insolvencies (no.)
2014,64,INSOLV_4,Total debtors entering personal insolvencies (no.)
2015,52,INSOLV_4,Total debtors entering personal insolvencies (no.)
2016,39,INSOLV_4,Total debtors entering personal insolvencies (no.)
2017,43,INSOLV_4,Total debtors entering personal insolvencies (no.)
2011,5,INSOLV_6,Business related insolvencies caused by economic conditions (no.)
2012,10,INSOLV_6,Business related insolvencies caused by economic conditions (no.)
2013,12,INSOLV_6,Business related insolvencies caused by economic conditions (no.)
2014,6,INSOLV_6,Business related insolvencies caused by economic conditions (no.)
2015,4,INSOLV_6,Business related insolvencies caused by economic conditions (no.)
2016,3,INSOLV_6,Business related insolvencies caused by economic conditions (no.)
2017,3,INSOLV_6,Business related insolvencies caused by economic conditions (no.)
2011,12,INSOLV_7,Non-business related insolvencies caused by excessive use of credit (no.)
2012,9,INSOLV_7,Non-business related insolvencies caused by excessive use of credit (no.)
2013,7,INSOLV_7,Non-business related insolvencies caused by excessive use of credit (no.)
2014,11,INSOLV_7,Non-business related insolvencies caused by excessive use of credit (no.)
2015,18,INSOLV_7,Non-business related insolvencies caused by excessive use of credit (no.)
2016,8,INSOLV_7,Non-business related insolvencies caused by excessive use of credit (no.)
2017,13,INSOLV_7,Non-business related insolvencies caused by excessive use of credit (no.)
2011,17,INSOLV_8,Non-business related insolvencies caused by unemployment or loss of income (no.)
2012,12,INSOLV_8,Non-business related insolvencies caused by unemployment or loss of income (no.)
2013,9,INSOLV_8,Non-business related insolvencies caused by unemployment or loss of income (no.)
2014,10,INSOLV_8,Non-business related insolvencies caused by unemployment or loss of income (no.)
2015,5,INSOLV_8,Non-business related insolvencies caused by unemployment or loss of income (no.)
2016,3,INSOLV_8,Non-business related insolvencies caused by unemployment or loss of income (no.)
2011,14,INSOLV_10,Managers (no.)
2012,11,INSOLV_10,Managers (no.)
2013,9,INSOLV_10,Managers (no.)
2014,13,INSOLV_10,Managers (no.)
2015,14,INSOLV_10,Managers (no.)
2016,6,INSOLV_10,Managers (no.)
2017,8,INSOLV_10,Managers (no.)
2011,16,INSOLV_11,Professionals (no.)
2012,8,INSOLV_11,Professionals (no.)
2013,20,INSOLV_11,Professionals (no.)
2014,17,INSOLV_11,Professionals (no.)
2015,16,INSOLV_11,Professionals (no.)
2016,13,INSOLV_11,Professionals (no.)
2017,10,INSOLV_11,Professionals (no.)
2011,7,INSOLV_12,Technicians and trades workers (no.)
2012,3,INSOLV_12,Technicians and trades workers (no.)
2013,5,INSOLV_12,Technicians and trades workers (no.)
2014,3,INSOLV_12,Technicians and trades workers (no.)
2015,6,INSOLV_12,Technicians and trades workers (no.)
2016,3,INSOLV_12,Technicians and trades workers (no.)
2017,3,INSOLV_12,Technicians and trades workers (no.)
2011,5,INSOLV_13,Community and personal service workers (no.)
2012,4,INSOLV_13,Community and personal service workers (no.)
2013,4,INSOLV_13,Community and personal service workers (no.)
2014,4,INSOLV_13,Community and personal service workers (no.)
2015,5,INSOLV_13,Community and personal service workers (no.)
2017,4,INSOLV_13,Community and personal service workers (no.)
2011,12,INSOLV_14,Clerical and administrative workers (no.)
2012,12,INSOLV_14,Clerical and administrative workers (no.)
2013,5,INSOLV_14,Clerical and administrative workers (no.)
2014,4,INSOLV_14,Clerical and administrative workers (no.)
2015,5,INSOLV_14,Clerical and administrative workers (no.)
2016,3,INSOLV_14,Clerical and administrative workers (no.)
2017,9,INSOLV_14,Clerical and administrative workers (no.)
2011,6,INSOLV_15,Sales workers (no.)
2013,4,INSOLV_15,Sales workers (no.)
2014,10,INSOLV_15,Sales workers (no.)
2016,4,INSOLV_15,Sales workers (no.)
2014,3,INSOLV_16,Machinery operators and drivers (no.)
2013,3,INSOLV_17,Labourers (no.)
2011,9,INSOLV_18,Debtors with other or unknown occupations (no.)
2012,12,INSOLV_18,Debtors with other or unknown occupations (no.)
2013,4,INSOLV_18,Debtors with other or unknown occupations (no.)
2014,8,INSOLV_18,Debtors with other or unknown occupations (no.)
2016,5,INSOLV_18,Debtors with other or unknown occupations (no.)
2017,3,INSOLV_18,Debtors with other or unknown occupations (no.)
2013,28024,MVC_14,Passenger vehicles (no.)
2014,28517,MVC_14,Passenger vehicles (no.)
2015,28707,MVC_14,Passenger vehicles (no.)
2016,28397,MVC_14,Passenger vehicles (no.)
2017,28694,MVC_14,Passenger vehicles (no.)
2013,17,MVC_15,Campervans (no.)
2014,15,MVC_15,Campervans (no.)
2015,20,MVC_15,Campervans (no.)
2016,33,MVC_15,Campervans (no.)
2017,32,MVC_15,Campervans (no.)
2013,1392,MVC_16,Light commercial vehicles (no.)
2014,1405,MVC_16,Light commercial vehicles (no.)
2015,1431,MVC_16,Light commercial vehicles (no.)
2016,1413,MVC_16,Light commercial vehicles (no.)
2017,1456,MVC_16,Light commercial vehicles (no.)
2013,102,MVC_17,Light rigid trucks (no.)
2014,100,MVC_17,Light rigid trucks (no.)
2015,101,MVC_17,Light rigid trucks (no.)
2016,91,MVC_17,Light rigid trucks (no.)
2017,90,MVC_17,Light rigid trucks (no.)
2013,63,MVC_18,Heavy rigid trucks (no.)
2014,62,MVC_18,Heavy rigid trucks (no.)
2015,68,MVC_18,Heavy rigid trucks (no.)
2016,76,MVC_18,Heavy rigid trucks (no.)
2017,68,MVC_18,Heavy rigid trucks (no.)
2014,2,MVC_19,Articulated trucks (no.)
2015,3,MVC_19,Articulated trucks (no.)
2016,3,MVC_19,Articulated trucks (no.)
2017,3,MVC_19,Articulated trucks (no.)
2013,3,MVC_20,Non-freight carrying trucks (no.)
2015,3,MVC_20,Non-freight carrying trucks (no.)
2016,2,MVC_20,Non-freight carrying trucks (no.)
2017,2,MVC_20,Non-freight carrying trucks (no.)
2013,41,MVC_21,Buses (no.)
2014,32,MVC_21,Buses (no.)
2015,37,MVC_21,Buses (no.)
2016,36,MVC_21,Buses (no.)
2017,47,MVC_21,Buses (no.)
2013,1439,MVC_22,Motorcycles (no.)
2014,1525,MVC_22,Motorcycles (no.)
2015,1589,MVC_22,Motorcycles (no.)
2016,1708,MVC_22,Motorcycles (no.)
2017,1787,MVC_22,Motorcycles (no.)
2013,31090,MVC_38,Total Registered Motor Vehicles (no.)
2014,31695,MVC_38,Total Registered Motor Vehicles (no.)
2015,31963,MVC_38,Total Registered Motor Vehicles (no.)
2016,31780,MVC_38,Total Registered Motor Vehicles (no.)
2017,32166,MVC_38,Total Registered Motor Vehicles (no.)
2013,27727,MVC_29,Petrol (no.)
2014,27885,MVC_29,Petrol (no.)
2015,27765,MVC_29,Petrol (no.)
2016,27168,MVC_29,Petrol (no.)
2017,27166,MVC_29,Petrol (no.)
2013,2909,MVC_30,Diesel (no.)
2014,3342,MVC_30,Diesel (no.)
2015,3764,MVC_30,Diesel (no.)
2016,4162,MVC_30,Diesel (no.)
2017,4513,MVC_30,Diesel (no.)
2013,165,MVC_31,LPG/Dual/Other (no.)
2014,150,MVC_31,LPG/Dual/Other (no.)
2015,127,MVC_31,LPG/Dual/Other (no.)
2016,116,MVC_31,LPG/Dual/Other (no.)
2017,108,MVC_31,LPG/Dual/Other (no.)
2013,3,MVC_33,Electric (no.)
2014,8,MVC_33,Electric (no.)
2015,13,MVC_33,Electric (no.)
2016,35,MVC_33,Electric (no.)
2017,64,MVC_33,Electric (no.)
2013,10651,MVC_35,Less than 5 years (no.)
2014,11011,MVC_35,Less than 5 years (no.)
2015,10933,MVC_35,Less than 5 years (no.)
2016,11129,MVC_35,Less than 5 years (no.)
2017,11434,MVC_35,Less than 5 years (no.)
2013,10849,MVC_36,5 to 10 years (no.)
2014,10759,MVC_36,5 to 10 years (no.)
2015,10777,MVC_36,5 to 10 years (no.)
2016,10453,MVC_36,5 to 10 years (no.)
2017,10232,MVC_36,5 to 10 years (no.)
2013,9590,MVC_37,Over 10 years (no.)
2014,9925,MVC_37,Over 10 years (no.)
2015,10253,MVC_37,Over 10 years (no.)
2016,10198,MVC_37,Over 10 years (no.)
2017,10500,MVC_37,Over 10 years (no.)
2011,0.3,EMP_IND_2,"Agriculture, Forestry and Fishing (%)"
2016,0.3,EMP_IND_2,"Agriculture, Forestry and Fishing (%)"
2011,0.3,EMP_IND_3,Mining (%)
2016,0.2,EMP_IND_3,Mining (%)
2011,3.5,EMP_IND_4,Manufacturing  (%)
2016,2.4,EMP_IND_4,Manufacturing  (%)
2011,0.4,EMP_IND_5,"Electricity, Gas, Water & Waste Services (%)"
2016,0.3,EMP_IND_5,"Electricity, Gas, Water & Waste Services (%)"
2011,3.6,EMP_IND_6,Construction (%)
2016,3.9,EMP_IND_6,Construction (%)
2011,4.9,EMP_IND_7,Wholesale trade (%)
2016,3,EMP_IND_7,Wholesale trade (%)
2011,7.2,EMP_IND_8,Retail trade (%)
2016,6.9,EMP_IND_8,Retail trade (%)
2011,5.5,EMP_IND_9,Accommodation and food services (%)
2016,5.4,EMP_IND_9,Accommodation and food services (%)
2011,2.2,EMP_IND_10,"Transport, Postal and Warehousing (%)"
2016,2.2,EMP_IND_10,"Transport, Postal and Warehousing (%)"
2011,5.2,EMP_IND_11,Information media and telecommunications (%)
2016,4.6,EMP_IND_11,Information media and telecommunications (%)
2011,12.4,EMP_IND_12,Financial and insurance services (%)
2016,12.1,EMP_IND_12,Financial and insurance services (%)
2011,3.5,EMP_IND_13,"Rental, Hiring, & Real Estate Services (%)"
2016,4.5,EMP_IND_13,"Rental, Hiring, & Real Estate Services (%)"
2011,18.8,EMP_IND_14,Professional Scientific & Technical Services (%)
2016,19.2,EMP_IND_14,Professional Scientific & Technical Services (%)
2011,3.9,EMP_IND_15,Administrative and support services (%)
2016,3.7,EMP_IND_15,Administrative and support services (%)
2011,3.7,EMP_IND_16,Public administration and safety (%)
2016,3.6,EMP_IND_16,Public administration and safety (%)
2011,6.6,EMP_IND_17,Education and training (%)
2016,7.2,EMP_IND_17,Education and training (%)
2011,10.4,EMP_IND_18,Health care and social assistance (%)
2016,10.5,EMP_IND_18,Health care and social assistance (%)
2011,2.5,EMP_IND_19,Arts and recreation services (%)
2016,2.6,EMP_IND_19,Arts and recreation services (%)
2011,2.5,EMP_IND_20,Other services (%)
2016,2.6,EMP_IND_20,Other services (%)
2011,26543,EMP_IND_21,Total persons employed (no.)
2016,28005,EMP_IND_21,Total persons employed (no.)
2011,26326,INCOME_4,Employee income earners (no.)
2012,26849,INCOME_4,Employee income earners (no.)
2013,28047,INCOME_4,Employee income earners (no.)
2014,29142,INCOME_4,Employee income earners (no.)
2015,31000,INCOME_4,Employee income earners (no.)
2016,30440,INCOME_4,Employee income earners (no.)
2011,37,INCOME_20,Employee income earners - median age (years)
2012,37,INCOME_20,Employee income earners - median age (years)
2013,37,INCOME_20,Employee income earners - median age (years)
2014,37,INCOME_20,Employee income earners - median age (years)
2015,37,INCOME_20,Employee income earners - median age (years)
2016,37,INCOME_20,Employee income earners - median age (years)
2011,2500031933,INCOME_3,Total employee income ($)
2012,2517709016,INCOME_3,Total employee income ($)
2013,2751736519,INCOME_3,Total employee income ($)
2014,3034525271,INCOME_3,Total employee income ($)
2015,3367685896,INCOME_3,Total employee income ($)
2016,3481591438,INCOME_3,Total employee income ($)
2011,52607,INCOME_2,Median employee income ($)
2012,54999,INCOME_2,Median employee income ($)
2013,57312,INCOME_2,Median employee income ($)
2014,58951,INCOME_2,Median employee income ($)
2015,62000,INCOME_2,Median employee income ($)
2016,64623,INCOME_2,Median employee income ($)
2011,94964,INCOME_21,Mean employee income ($)
2012,93773,INCOME_21,Mean employee income ($)
2013,98112,INCOME_21,Mean employee income ($)
2014,104129,INCOME_21,Mean employee income ($)
2015,108635,INCOME_21,Mean employee income ($)
2016,114376,INCOME_21,Mean employee income ($)
2011,60.9,INCOME_22,Employee income as main source of income (%)
2012,60.8,INCOME_22,Employee income as main source of income (%)
2013,60.7,INCOME_22,Employee income as main source of income (%)
2014,60.8,INCOME_22,Employee income as main source of income (%)
2015,60.4,INCOME_22,Employee income as main source of income (%)
2016,60.1,INCOME_22,Employee income as main source of income (%)
2011,6167,INCOME_7,Own unincorporated business income earners (no.)
2012,6202,INCOME_7,Own unincorporated business income earners (no.)
2013,6377,INCOME_7,Own unincorporated business income earners (no.)
2014,6531,INCOME_7,Own unincorporated business income earners (no.)
2015,6753,INCOME_7,Own unincorporated business income earners (no.)
2016,6641,INCOME_7,Own unincorporated business income earners (no.)
2011,49,INCOME_23,Own unincorporated business income earners - median age (years)
2012,49,INCOME_23,Own unincorporated business income earners - median age (years)
2013,50,INCOME_23,Own unincorporated business income earners - median age (years)
2014,50,INCOME_23,Own unincorporated business income earners - median age (years)
2015,50,INCOME_23,Own unincorporated business income earners - median age (years)
2016,50,INCOME_23,Own unincorporated business income earners - median age (years)
2011,454386897,INCOME_6,Total own unincorporated business income ($)
2012,463749019,INCOME_6,Total own unincorporated business income ($)
2013,492198527,INCOME_6,Total own unincorporated business income ($)
2014,520726869,INCOME_6,Total own unincorporated business income ($)
2015,560454108,INCOME_6,Total own unincorporated business income ($)
2016,574928083,INCOME_6,Total own unincorporated business income ($)
2011,14280,INCOME_5,Median own unincorporated business income ($)
2012,14100,INCOME_5,Median own unincorporated business income ($)
2013,15648,INCOME_5,Median own unincorporated business income ($)
2014,16707,INCOME_5,Median own unincorporated business income ($)
2015,17352,INCOME_5,Median own unincorporated business income ($)
2016,17645,INCOME_5,Median own unincorporated business income ($)
2011,73680,INCOME_24,Mean own unincorporated business income ($)
2012,74774,INCOME_24,Mean own unincorporated business income ($)
2013,77183,INCOME_24,Mean own unincorporated business income ($)
2014,79732,INCOME_24,Mean own unincorporated business income ($)
2015,82993,INCOME_24,Mean own unincorporated business income ($)
2016,86573,INCOME_24,Mean own unincorporated business income ($)
2011,8,INCOME_25,Own unincorporated business income as main source of income (%)
2012,7.9,INCOME_25,Own unincorporated business income as main source of income (%)
2013,8.1,INCOME_25,Own unincorporated business income as main source of income (%)
2014,8.1,INCOME_25,Own unincorporated business income as main source of income (%)
2015,8.1,INCOME_25,Own unincorporated business income as main source of income (%)
2016,8.1,INCOME_25,Own unincorporated business income as main source of income (%)
2011,28640,INCOME_10,Investment income earners (no.)
2012,29485,INCOME_10,Investment income earners (no.)
2013,30117,INCOME_10,Investment income earners (no.)
2014,30928,INCOME_10,Investment income earners (no.)
2015,32755,INCOME_10,Investment income earners (no.)
2016,32325,INCOME_10,Investment income earners (no.)
2011,46,INCOME_26,Investment income earners - median age (years)
2012,46,INCOME_26,Investment income earners - median age (years)
2013,46,INCOME_26,Investment income earners - median age (years)
2014,47,INCOME_26,Investment income earners - median age (years)
2015,46,INCOME_26,Investment income earners - median age (years)
2016,46,INCOME_26,Investment income earners - median age (years)
2011,1599411178,INCOME_9,Total investment income ($)
2012,1730970492,INCOME_9,Total investment income ($)
2013,1788218419,INCOME_9,Total investment income ($)
2014,2015093870,INCOME_9,Total investment income ($)
2015,1948464187,INCOME_9,Total investment income ($)
2016,2060560102,INCOME_9,Total investment income ($)
2011,3819,INCOME_8,Median investment income ($)
2012,3847,INCOME_8,Median investment income ($)
2013,3610,INCOME_8,Median investment income ($)
2014,3572,INCOME_8,Median investment income ($)
2015,3198,INCOME_8,Median investment income ($)
2016,3129,INCOME_8,Median investment income ($)
2011,55845,INCOME_27,Mean investment income ($)
2012,58707,INCOME_27,Mean investment income ($)
2013,59376,INCOME_27,Mean investment income ($)
2014,65154,INCOME_27,Mean investment income ($)
2015,59486,INCOME_27,Mean investment income ($)
2016,63745,INCOME_27,Mean investment income ($)
2011,28.8,INCOME_28,Investment income as main source of income (%)
2012,28.9,INCOME_28,Investment income as main source of income (%)
2013,28.6,INCOME_28,Investment income as main source of income (%)
2014,28.6,INCOME_28,Investment income as main source of income (%)
2015,28.8,INCOME_28,Investment income as main source of income (%)
2016,29.1,INCOME_28,Investment income as main source of income (%)
2011,920,INCOME_13,Superannuation and annuity income earners (no.)
2012,969,INCOME_13,Superannuation and annuity income earners (no.)
2013,986,INCOME_13,Superannuation and annuity income earners (no.)
2014,947,INCOME_13,Superannuation and annuity income earners (no.)
2015,942,INCOME_13,Superannuation and annuity income earners (no.)
2016,910,INCOME_13,Superannuation and annuity income earners (no.)
2011,59,INCOME_29,Superannuation and annuity income earners - median age (years)
2012,59,INCOME_29,Superannuation and annuity income earners - median age (years)
2013,59,INCOME_29,Superannuation and annuity income earners - median age (years)
