Time,Value,MEASURE,Description
2013,15556,CABEE_3,Number of employing businesses: 1-4 employees (no.)
2014,16178,CABEE_3,Number of employing businesses: 1-4 employees (no.)
2015,16685,CABEE_3,Number of employing businesses: 1-4 employees (no.)
2016,17248,CABEE_3,Number of employing businesses: 1-4 employees (no.)
2017,17457,CABEE_3,Number of employing businesses: 1-4 employees (no.)
2013,6216,CABEE_4,Number of employing businesses: 5-19 employees (no.)
2014,6392,CABEE_4,Number of employing businesses: 5-19 employees (no.)
2015,6249,CABEE_4,Number of employing businesses: 5-19 employees (no.)
2016,6297,CABEE_4,Number of employing businesses: 5-19 employees (no.)
2017,6509,CABEE_4,Number of employing businesses: 5-19 employees (no.)
2013,2514,CABEE_38,Number of employing businesses: 20 or more employees (no.)
2014,2663,CABEE_38,Number of employing businesses: 20 or more employees (no.)
2015,2723,CABEE_38,Number of employing businesses: 20 or more employees (no.)
2016,2788,CABEE_38,Number of employing businesses: 20 or more employees (no.)
2017,2938,CABEE_38,Number of employing businesses: 20 or more employees (no.)
2013,60537,CABEE_5,Total number of businesses (no.)
2014,61718,CABEE_5,Total number of businesses (no.)
2015,62651,CABEE_5,Total number of businesses (no.)
2016,64494,CABEE_5,Total number of businesses (no.)
2017,66697,CABEE_5,Total number of businesses (no.)
2014,6349,CABEE_7,Number of non employing business entries (no.)
2015,6292,CABEE_7,Number of non employing business entries (no.)
2016,7047,CABEE_7,Number of non employing business entries (no.)
2017,7249,CABEE_7,Number of non employing business entries (no.)
2014,2798,CABEE_8,Number of employing business entries: 1-4 employees (no.)
2015,2820,CABEE_8,Number of employing business entries: 1-4 employees (no.)
2016,2992,CABEE_8,Number of employing business entries: 1-4 employees (no.)
2017,2823,CABEE_8,Number of employing business entries: 1-4 employees (no.)
2014,457,CABEE_9,Number of employing business entries: 5-19 employees (no.)
2015,389,CABEE_9,Number of employing business entries: 5-19 employees (no.)
2016,385,CABEE_9,Number of employing business entries: 5-19 employees (no.)
2017,347,CABEE_9,Number of employing business entries: 5-19 employees (no.)
2014,115,CABEE_39,Number of employing business entries: 20 or more employees (no.)
2015,97,CABEE_39,Number of employing business entries: 20 or more employees (no.)
2016,81,CABEE_39,Number of employing business entries: 20 or more employees (no.)
2017,90,CABEE_39,Number of employing business entries: 20 or more employees (no.)
2014,9718,CABEE_10,Total number of business entries (no.)
2015,9597,CABEE_10,Total number of business entries (no.)
2016,10509,CABEE_10,Total number of business entries (no.)
2017,10507,CABEE_10,Total number of business entries (no.)
2014,5854,CABEE_12,Number of non employing business exits (no.)
2015,5907,CABEE_12,Number of non employing business exits (no.)
2016,5867,CABEE_12,Number of non employing business exits (no.)
2017,6218,CABEE_12,Number of non employing business exits (no.)
2014,1559,CABEE_13,Number of employing business exits: 1-4 employees (no.)
2015,1664,CABEE_13,Number of employing business exits: 1-4 employees (no.)
2016,1608,CABEE_13,Number of employing business exits: 1-4 employees (no.)
2017,1766,CABEE_13,Number of employing business exits: 1-4 employees (no.)
2014,278,CABEE_14,Number of employing business exits: 5-19 employees (no.)
2015,342,CABEE_14,Number of employing business exits: 5-19 employees (no.)
2016,331,CABEE_14,Number of employing business exits: 5-19 employees (no.)
2017,357,CABEE_14,Number of employing business exits: 5-19 employees (no.)
2014,95,CABEE_40,Number of employing business exits: 20 or more employees (no.)
2015,124,CABEE_40,Number of employing business exits: 20 or more employees (no.)
2016,128,CABEE_40,Number of employing business exits: 20 or more employees (no.)
2017,137,CABEE_40,Number of employing business exits: 20 or more employees (no.)
2014,7788,CABEE_15,Total number of business exits (no.)
2015,8031,CABEE_15,Total number of business exits (no.)
2016,7935,CABEE_15,Total number of business exits (no.)
2017,8477,CABEE_15,Total number of business exits (no.)
2013,468,CABEE_19,"Agriculture, Forestry and Fishing (no.)"
2014,472,CABEE_19,"Agriculture, Forestry and Fishing (no.)"
2015,465,CABEE_19,"Agriculture, Forestry and Fishing (no.)"
2016,466,CABEE_19,"Agriculture, Forestry and Fishing (no.)"
2017,437,CABEE_19,"Agriculture, Forestry and Fishing (no.)"
2013,408,CABEE_28,Mining (no.)
2014,407,CABEE_28,Mining (no.)
2015,392,CABEE_28,Mining (no.)
2016,394,CABEE_28,Mining (no.)
2017,397,CABEE_28,Mining (no.)
2013,1478,CABEE_27,Manufacturing (no.)
2014,1499,CABEE_27,Manufacturing (no.)
2015,1402,CABEE_27,Manufacturing (no.)
2016,1377,CABEE_27,Manufacturing (no.)
2017,1310,CABEE_27,Manufacturing (no.)
2013,125,CABEE_23,"Electricity, Gas, Water & Waste Services (no.)"
2014,126,CABEE_23,"Electricity, Gas, Water & Waste Services (no.)"
2015,138,CABEE_23,"Electricity, Gas, Water & Waste Services (no.)"
2016,140,CABEE_23,"Electricity, Gas, Water & Waste Services (no.)"
2017,152,CABEE_23,"Electricity, Gas, Water & Waste Services (no.)"
2013,3584,CABEE_21,Construction (no.)
2014,3701,CABEE_21,Construction (no.)
2015,3779,CABEE_21,Construction (no.)
2016,3898,CABEE_21,Construction (no.)
2017,4071,CABEE_21,Construction (no.)
2013,2521,CABEE_37,Wholesale trade (no.)
2014,2561,CABEE_37,Wholesale trade (no.)
2015,2584,CABEE_37,Wholesale trade (no.)
2016,2559,CABEE_37,Wholesale trade (no.)
2017,2485,CABEE_37,Wholesale trade (no.)
2013,3429,CABEE_34,Retail trade (no.)
2014,3381,CABEE_34,Retail trade (no.)
2015,3336,CABEE_34,Retail trade (no.)
2016,3205,CABEE_34,Retail trade (no.)
2017,3174,CABEE_34,Retail trade (no.)
2013,3075,CABEE_17,Accommodation and food services (no.)
2014,3271,CABEE_17,Accommodation and food services (no.)
2015,3181,CABEE_17,Accommodation and food services (no.)
2016,3276,CABEE_17,Accommodation and food services (no.)
2017,3306,CABEE_17,Accommodation and food services (no.)
2013,1273,CABEE_36,"Transport, Postal and Warehousing (no.)"
2014,1250,CABEE_36,"Transport, Postal and Warehousing (no.)"
2015,1138,CABEE_36,"Transport, Postal and Warehousing (no.)"
2016,1178,CABEE_36,"Transport, Postal and Warehousing (no.)"
2017,1350,CABEE_36,"Transport, Postal and Warehousing (no.)"
2013,1628,CABEE_26,Information media and telecommunications (no.)
2014,1690,CABEE_26,Information media and telecommunications (no.)
2015,1715,CABEE_26,Information media and telecommunications (no.)
2016,1775,CABEE_26,Information media and telecommunications (no.)
2017,1806,CABEE_26,Information media and telecommunications (no.)
2013,10913,CABEE_24,Financial and insurance services (no.)
2014,10903,CABEE_24,Financial and insurance services (no.)
2015,11339,CABEE_24,Financial and insurance services (no.)
2016,11894,CABEE_24,Financial and insurance services (no.)
2017,12259,CABEE_24,Financial and insurance services (no.)
2013,8460,CABEE_33,"Rental, Hiring, & Real Estate Services (no.)"
2014,8872,CABEE_33,"Rental, Hiring, & Real Estate Services (no.)"
2015,9292,CABEE_33,"Rental, Hiring, & Real Estate Services (no.)"
2016,9679,CABEE_33,"Rental, Hiring, & Real Estate Services (no.)"
2017,10579,CABEE_33,"Rental, Hiring, & Real Estate Services (no.)"
2013,12356,CABEE_31,Professional Scientific & Technical Services (no.)
2014,12811,CABEE_31,Professional Scientific & Technical Services (no.)
2015,13247,CABEE_31,Professional Scientific & Technical Services (no.)
2016,13777,CABEE_31,Professional Scientific & Technical Services (no.)
2017,14278,CABEE_31,Professional Scientific & Technical Services (no.)
2013,3103,CABEE_18,Administrative and support services (no.)
2014,3132,CABEE_18,Administrative and support services (no.)
2015,3162,CABEE_18,Administrative and support services (no.)
2016,3201,CABEE_18,Administrative and support services (no.)
2017,3349,CABEE_18,Administrative and support services (no.)
2013,251,CABEE_32,Public administration and safety (no.)
2014,269,CABEE_32,Public administration and safety (no.)
2015,264,CABEE_32,Public administration and safety (no.)
2016,239,CABEE_32,Public administration and safety (no.)
2017,219,CABEE_32,Public administration and safety (no.)
2013,844,CABEE_22,Education and training (no.)
2014,870,CABEE_22,Education and training (no.)
2015,924,CABEE_22,Education and training (no.)
2016,1014,CABEE_22,Education and training (no.)
2017,1082,CABEE_22,Education and training (no.)
2013,2274,CABEE_25,Health care and social assistance (no.)
2014,2399,CABEE_25,Health care and social assistance (no.)
2015,2505,CABEE_25,Health care and social assistance (no.)
2016,2643,CABEE_25,Health care and social assistance (no.)
2017,2689,CABEE_25,Health care and social assistance (no.)
2013,959,CABEE_20,Arts and recreation services (no.)
2014,1004,CABEE_20,Arts and recreation services (no.)
2015,1018,CABEE_20,Arts and recreation services (no.)
2016,1048,CABEE_20,Arts and recreation services (no.)
2017,1083,CABEE_20,Arts and recreation services (no.)
2013,1367,CABEE_30,Other services (no.)
2014,1401,CABEE_30,Other services (no.)
2015,1462,CABEE_30,Other services (no.)
2016,1525,CABEE_30,Other services (no.)
2017,1533,CABEE_30,Other services (no.)
2013,2012,CABEE_29,Currently unknown (no.)
2014,1710,CABEE_29,Currently unknown (no.)
2015,1317,CABEE_29,Currently unknown (no.)
2016,1213,CABEE_29,Currently unknown (no.)
2017,1151,CABEE_29,Currently unknown (no.)
2013,60537,CABEE_35,Number of Businesses by Industry - Total (no.)
2014,61718,CABEE_35,Number of Businesses by Industry - Total (no.)
2015,62651,CABEE_35,Number of Businesses by Industry - Total (no.)
2016,64494,CABEE_35,Number of Businesses by Industry - Total (no.)
2017,66697,CABEE_35,Number of Businesses by Industry - Total (no.)
2017,32,BUILDING_2,Private sector houses (no.)
2017,4696,BUILDING_3,Private sector dwellings excluding houses (no.)
2017,4728,BUILDING_12,Total private sector dwelling units (no.)
2017,4907,BUILDING_4,Total dwelling units (no.)
2017,59,BUILDING_5,Value of private sector houses ($m)
2017,2033,BUILDING_6,Value of private sector dwellings excluding houses ($m)
2017,2092,BUILDING_7,Total value of private sector dwelling units ($m)
2017,2186,BUILDING_8,Value of residential building ($m)
2017,3522,BUILDING_9,Value of non-residential building ($m)
2017,5708,BUILDING_10,Value of total building ($m)
2014,886,HOUSES_2,Houses - number of transfers (no.)
2015,882,HOUSES_2,Houses - number of transfers (no.)
2016,851,HOUSES_2,Houses - number of transfers (no.)
2014,1135000,HOUSES_3,Houses - median sale price ($)
2015,1300000,HOUSES_3,Houses - median sale price ($)
2016,1525108,HOUSES_3,Houses - median sale price ($)
2014,5530,HOUSES_4,Attached Dwellings - number of transfers (no.)
2015,5255,HOUSES_4,Attached Dwellings - number of transfers (no.)
2016,4497,HOUSES_4,Attached Dwellings - number of transfers (no.)
2014,680000,HOUSES_5,Attached Dwellings - median sale price ($)
2015,750000,HOUSES_5,Attached Dwellings - median sale price ($)
2016,830000,HOUSES_5,Attached Dwellings - median sale price ($)
2011,51,INSOLV_2,Total debtors entering business related personal insolvencies (no.)
2012,50,INSOLV_2,Total debtors entering business related personal insolvencies (no.)
2013,37,INSOLV_2,Total debtors entering business related personal insolvencies (no.)
2014,43,INSOLV_2,Total debtors entering business related personal insolvencies (no.)
2015,35,INSOLV_2,Total debtors entering business related personal insolvencies (no.)
2016,33,INSOLV_2,Total debtors entering business related personal insolvencies (no.)
2017,38,INSOLV_2,Total debtors entering business related personal insolvencies (no.)
2011,188,INSOLV_3,Total debtors entering non-business related personal insolvencies (no.)
2012,197,INSOLV_3,Total debtors entering non-business related personal insolvencies (no.)
2013,181,INSOLV_3,Total debtors entering non-business related personal insolvencies (no.)
2014,151,INSOLV_3,Total debtors entering non-business related personal insolvencies (no.)
2015,152,INSOLV_3,Total debtors entering non-business related personal insolvencies (no.)
2016,155,INSOLV_3,Total debtors entering non-business related personal insolvencies (no.)
2017,168,INSOLV_3,Total debtors entering non-business related personal insolvencies (no.)
2011,239,INSOLV_4,Total debtors entering personal insolvencies (no.)
2012,247,INSOLV_4,Total debtors entering personal insolvencies (no.)
2013,218,INSOLV_4,Total debtors entering personal insolvencies (no.)
2014,194,INSOLV_4,Total debtors entering personal insolvencies (no.)
2015,187,INSOLV_4,Total debtors entering personal insolvencies (no.)
2016,188,INSOLV_4,Total debtors entering personal insolvencies (no.)
2017,206,INSOLV_4,Total debtors entering personal insolvencies (no.)
2011,15,INSOLV_6,Business related insolvencies caused by economic conditions (no.)
2012,24,INSOLV_6,Business related insolvencies caused by economic conditions (no.)
2013,14,INSOLV_6,Business related insolvencies caused by economic conditions (no.)
2014,18,INSOLV_6,Business related insolvencies caused by economic conditions (no.)
2015,9,INSOLV_6,Business related insolvencies caused by economic conditions (no.)
2016,11,INSOLV_6,Business related insolvencies caused by economic conditions (no.)
2017,9,INSOLV_6,Business related insolvencies caused by economic conditions (no.)
2011,54,INSOLV_7,Non-business related insolvencies caused by excessive use of credit (no.)
2012,67,INSOLV_7,Non-business related insolvencies caused by excessive use of credit (no.)
2013,69,INSOLV_7,Non-business related insolvencies caused by excessive use of credit (no.)
2014,45,INSOLV_7,Non-business related insolvencies caused by excessive use of credit (no.)
2015,57,INSOLV_7,Non-business related insolvencies caused by excessive use of credit (no.)
2016,59,INSOLV_7,Non-business related insolvencies caused by excessive use of credit (no.)
2017,67,INSOLV_7,Non-business related insolvencies caused by excessive use of credit (no.)
2011,56,INSOLV_8,Non-business related insolvencies caused by unemployment or loss of income (no.)
2012,52,INSOLV_8,Non-business related insolvencies caused by unemployment or loss of income (no.)
2013,43,INSOLV_8,Non-business related insolvencies caused by unemployment or loss of income (no.)
2014,49,INSOLV_8,Non-business related insolvencies caused by unemployment or loss of income (no.)
2015,48,INSOLV_8,Non-business related insolvencies caused by unemployment or loss of income (no.)
2016,42,INSOLV_8,Non-business related insolvencies caused by unemployment or loss of income (no.)
2017,37,INSOLV_8,Non-business related insolvencies caused by unemployment or loss of income (no.)
2011,38,INSOLV_10,Managers (no.)
2012,51,INSOLV_10,Managers (no.)
2013,39,INSOLV_10,Managers (no.)
2014,38,INSOLV_10,Managers (no.)
2015,27,INSOLV_10,Managers (no.)
2016,28,INSOLV_10,Managers (no.)
2017,39,INSOLV_10,Managers (no.)
2011,37,INSOLV_11,Professionals (no.)
2012,41,INSOLV_11,Professionals (no.)
2013,40,INSOLV_11,Professionals (no.)
2014,49,INSOLV_11,Professionals (no.)
2015,37,INSOLV_11,Professionals (no.)
2016,39,INSOLV_11,Professionals (no.)
2017,35,INSOLV_11,Professionals (no.)
2011,28,INSOLV_12,Technicians and trades workers (no.)
2012,21,INSOLV_12,Technicians and trades workers (no.)
2013,20,INSOLV_12,Technicians and trades workers (no.)
2014,12,INSOLV_12,Technicians and trades workers (no.)
2015,18,INSOLV_12,Technicians and trades workers (no.)
2016,23,INSOLV_12,Technicians and trades workers (no.)
2017,23,INSOLV_12,Technicians and trades workers (no.)
2011,17,INSOLV_13,Community and personal service workers (no.)
2012,21,INSOLV_13,Community and personal service workers (no.)
2013,23,INSOLV_13,Community and personal service workers (no.)
2014,21,INSOLV_13,Community and personal service workers (no.)
2015,28,INSOLV_13,Community and personal service workers (no.)
2016,21,INSOLV_13,Community and personal service workers (no.)
2017,21,INSOLV_13,Community and personal service workers (no.)
2011,47,INSOLV_14,Clerical and administrative workers (no.)
2012,39,INSOLV_14,Clerical and administrative workers (no.)
2013,33,INSOLV_14,Clerical and administrative workers (no.)
2014,23,INSOLV_14,Clerical and administrative workers (no.)
2015,32,INSOLV_14,Clerical and administrative workers (no.)
2016,28,INSOLV_14,Clerical and administrative workers (no.)
2017,39,INSOLV_14,Clerical and administrative workers (no.)
2011,22,INSOLV_15,Sales workers (no.)
2012,27,INSOLV_15,Sales workers (no.)
2013,21,INSOLV_15,Sales workers (no.)
2014,15,INSOLV_15,Sales workers (no.)
2015,11,INSOLV_15,Sales workers (no.)
2016,23,INSOLV_15,Sales workers (no.)
2017,17,INSOLV_15,Sales workers (no.)
2011,9,INSOLV_16,Machinery operators and drivers (no.)
2012,7,INSOLV_16,Machinery operators and drivers (no.)
2013,6,INSOLV_16,Machinery operators and drivers (no.)
2014,14,INSOLV_16,Machinery operators and drivers (no.)
2015,7,INSOLV_16,Machinery operators and drivers (no.)
2016,7,INSOLV_16,Machinery operators and drivers (no.)
2017,7,INSOLV_16,Machinery operators and drivers (no.)
2011,14,INSOLV_17,Labourers (no.)
2012,13,INSOLV_17,Labourers (no.)
2013,10,INSOLV_17,Labourers (no.)
2014,9,INSOLV_17,Labourers (no.)
2015,12,INSOLV_17,Labourers (no.)
2016,5,INSOLV_17,Labourers (no.)
2017,10,INSOLV_17,Labourers (no.)
2011,27,INSOLV_18,Debtors with other or unknown occupations (no.)
2012,27,INSOLV_18,Debtors with other or unknown occupations (no.)
2013,26,INSOLV_18,Debtors with other or unknown occupations (no.)
2014,13,INSOLV_18,Debtors with other or unknown occupations (no.)
2015,15,INSOLV_18,Debtors with other or unknown occupations (no.)
2016,14,INSOLV_18,Debtors with other or unknown occupations (no.)
2017,15,INSOLV_18,Debtors with other or unknown occupations (no.)
2013,75742,MVC_14,Passenger vehicles (no.)
2014,75496,MVC_14,Passenger vehicles (no.)
2015,78354,MVC_14,Passenger vehicles (no.)
2016,81295,MVC_14,Passenger vehicles (no.)
2017,83252,MVC_14,Passenger vehicles (no.)
2013,141,MVC_15,Campervans (no.)
2014,136,MVC_15,Campervans (no.)
2015,148,MVC_15,Campervans (no.)
2016,160,MVC_15,Campervans (no.)
2017,198,MVC_15,Campervans (no.)
2013,7353,MVC_16,Light commercial vehicles (no.)
2014,7322,MVC_16,Light commercial vehicles (no.)
2015,7521,MVC_16,Light commercial vehicles (no.)
2016,7713,MVC_16,Light commercial vehicles (no.)
2017,7484,MVC_16,Light commercial vehicles (no.)
2013,799,MVC_17,Light rigid trucks (no.)
2014,916,MVC_17,Light rigid trucks (no.)
2015,884,MVC_17,Light rigid trucks (no.)
2016,890,MVC_17,Light rigid trucks (no.)
2017,740,MVC_17,Light rigid trucks (no.)
2013,615,MVC_18,Heavy rigid trucks (no.)
2014,771,MVC_18,Heavy rigid trucks (no.)
2015,743,MVC_18,Heavy rigid trucks (no.)
2016,751,MVC_18,Heavy rigid trucks (no.)
2017,728,MVC_18,Heavy rigid trucks (no.)
2013,59,MVC_19,Articulated trucks (no.)
2014,64,MVC_19,Articulated trucks (no.)
2015,61,MVC_19,Articulated trucks (no.)
2016,55,MVC_19,Articulated trucks (no.)
2017,65,MVC_19,Articulated trucks (no.)
2013,638,MVC_20,Non-freight carrying trucks (no.)
2014,637,MVC_20,Non-freight carrying trucks (no.)
2015,633,MVC_20,Non-freight carrying trucks (no.)
2016,659,MVC_20,Non-freight carrying trucks (no.)
2017,660,MVC_20,Non-freight carrying trucks (no.)
2013,445,MVC_21,Buses (no.)
2014,522,MVC_21,Buses (no.)
2015,582,MVC_21,Buses (no.)
2016,625,MVC_21,Buses (no.)
2017,647,MVC_21,Buses (no.)
2013,5369,MVC_22,Motorcycles (no.)
2014,5684,MVC_22,Motorcycles (no.)
2015,6212,MVC_22,Motorcycles (no.)
2016,6654,MVC_22,Motorcycles (no.)
2017,7006,MVC_22,Motorcycles (no.)
2013,91171,MVC_38,Total Registered Motor Vehicles (no.)
2014,91555,MVC_38,Total Registered Motor Vehicles (no.)
2015,95130,MVC_38,Total Registered Motor Vehicles (no.)
2016,98840,MVC_38,Total Registered Motor Vehicles (no.)
2017,100774,MVC_38,Total Registered Motor Vehicles (no.)
2013,77893,MVC_29,Petrol (no.)
2014,77292,MVC_29,Petrol (no.)
2015,79809,MVC_29,Petrol (no.)
2016,81985,MVC_29,Petrol (no.)
2017,83359,MVC_29,Petrol (no.)
2013,10983,MVC_30,Diesel (no.)
2014,12284,MVC_30,Diesel (no.)
2015,13485,MVC_30,Diesel (no.)
2016,14953,MVC_30,Diesel (no.)
2017,15674,MVC_30,Diesel (no.)
2013,1409,MVC_31,LPG/Dual/Other (no.)
2014,1230,MVC_31,LPG/Dual/Other (no.)
2015,1062,MVC_31,LPG/Dual/Other (no.)
2016,904,MVC_31,LPG/Dual/Other (no.)
2017,763,MVC_31,LPG/Dual/Other (no.)
2013,13,MVC_33,Electric (no.)
2014,14,MVC_33,Electric (no.)
2015,30,MVC_33,Electric (no.)
2016,55,MVC_33,Electric (no.)
2017,78,MVC_33,Electric (no.)
2013,35278,MVC_35,Less than 5 years (no.)
2014,34622,MVC_35,Less than 5 years (no.)
2015,36406,MVC_35,Less than 5 years (no.)
2016,38811,MVC_35,Less than 5 years (no.)
2017,39679,MVC_35,Less than 5 years (no.)
2013,26529,MVC_36,5 to 10 years (no.)
2014,26521,MVC_36,5 to 10 years (no.)
2015,27333,MVC_36,5 to 10 years (no.)
2016,27580,MVC_36,5 to 10 years (no.)
2017,27836,MVC_36,5 to 10 years (no.)
2013,29364,MVC_37,Over 10 years (no.)
2014,30412,MVC_37,Over 10 years (no.)
2015,31391,MVC_37,Over 10 years (no.)
2016,32449,MVC_37,Over 10 years (no.)
2017,33259,MVC_37,Over 10 years (no.)
2011,0.1,EMP_IND_2,"Agriculture, Forestry and Fishing (%)"
2016,0.2,EMP_IND_2,"Agriculture, Forestry and Fishing (%)"
2011,0.2,EMP_IND_3,Mining (%)
2016,0.2,EMP_IND_3,Mining (%)
2011,3.6,EMP_IND_4,Manufacturing  (%)
2016,2.4,EMP_IND_4,Manufacturing  (%)
2011,0.5,EMP_IND_5,"Electricity, Gas, Water & Waste Services (%)"
2016,0.4,EMP_IND_5,"Electricity, Gas, Water & Waste Services (%)"
2011,3.1,EMP_IND_6,Construction (%)
2016,3.7,EMP_IND_6,Construction (%)
2011,3.8,EMP_IND_7,Wholesale trade (%)
2016,2.4,EMP_IND_7,Wholesale trade (%)
2011,7.6,EMP_IND_8,Retail trade (%)
2016,7.2,EMP_IND_8,Retail trade (%)
2011,10,EMP_IND_9,Accommodation and food services (%)
2016,12.1,EMP_IND_9,Accommodation and food services (%)
2011,3.1,EMP_IND_10,"Transport, Postal and Warehousing (%)"
2016,3,EMP_IND_10,"Transport, Postal and Warehousing (%)"
2011,6.1,EMP_IND_11,Information media and telecommunications (%)
2016,5,EMP_IND_11,Information media and telecommunications (%)
2011,10.1,EMP_IND_12,Financial and insurance services (%)
2016,8.8,EMP_IND_12,Financial and insurance services (%)
2011,1.8,EMP_IND_13,"Rental, Hiring, & Real Estate Services (%)"
2016,2.1,EMP_IND_13,"Rental, Hiring, & Real Estate Services (%)"
2011,16.8,EMP_IND_14,Professional Scientific & Technical Services (%)
2016,16.6,EMP_IND_14,Professional Scientific & Technical Services (%)
2011,4.4,EMP_IND_15,Administrative and support services (%)
2016,4.3,EMP_IND_15,Administrative and support services (%)
2011,5.6,EMP_IND_16,Public administration and safety (%)
2016,5.8,EMP_IND_16,Public administration and safety (%)
2011,7.3,EMP_IND_17,Education and training (%)
2016,7.4,EMP_IND_17,Education and training (%)
2011,7.9,EMP_IND_18,Health care and social assistance (%)
2016,8.2,EMP_IND_18,Health care and social assistance (%)
2011,3,EMP_IND_19,Arts and recreation services (%)
2016,2.9,EMP_IND_19,Arts and recreation services (%)
2011,2.8,EMP_IND_20,Other services (%)
2016,2.7,EMP_IND_20,Other services (%)
2011,96797,EMP_IND_21,Total persons employed (no.)
2016,117252,EMP_IND_21,Total persons employed (no.)
2011,120078,INCOME_4,Employee income earners (no.)
2012,124870,INCOME_4,Employee income earners (no.)
2013,131133,INCOME_4,Employee income earners (no.)
2014,136590,INCOME_4,Employee income earners (no.)
2015,148255,INCOME_4,Employee income earners (no.)
2016,152360,INCOME_4,Employee income earners (no.)
2011,30,INCOME_20,Employee income earners - median age (years)
2012,31,INCOME_20,Employee income earners - median age (years)
2013,31,INCOME_20,Employee income earners - median age (years)
2014,31,INCOME_20,Employee income earners - median age (years)
2015,31,INCOME_20,Employee income earners - median age (years)
2016,31,INCOME_20,Employee income earners - median age (years)
2011,6541778598,INCOME_3,Total employee income ($)
2012,7101959800,INCOME_3,Total employee income ($)
2013,7737626895,INCOME_3,Total employee income ($)
2014,8471048011,INCOME_3,Total employee income ($)
2015,9630669049,INCOME_3,Total employee income ($)
2016,10361498733,INCOME_3,Total employee income ($)
2011,39091,INCOME_2,Median employee income ($)
2012,40936,INCOME_2,Median employee income ($)
2013,42857,INCOME_2,Median employee income ($)
2014,44750,INCOME_2,Median employee income ($)
2015,47066,INCOME_2,Median employee income ($)
2016,48852,INCOME_2,Median employee income ($)
2011,54479,INCOME_21,Mean employee income ($)
2012,56875,INCOME_21,Mean employee income ($)
2013,59006,INCOME_21,Mean employee income ($)
2014,62018,INCOME_21,Mean employee income ($)
2015,64960,INCOME_21,Mean employee income ($)
2016,68007,INCOME_21,Mean employee income ($)
2011,85.7,INCOME_22,Employee income as main source of income (%)
2012,85.5,INCOME_22,Employee income as main source of income (%)
2013,85.2,INCOME_22,Employee income as main source of income (%)
2014,84.9,INCOME_22,Employee income as main source of income (%)
2015,84.4,INCOME_22,Employee income as main source of income (%)
2016,84.1,INCOME_22,Employee income as main source of income (%)
2011,14319,INCOME_7,Own unincorporated business income earners (no.)
2012,14870,INCOME_7,Own unincorporated business income earners (no.)
2013,15537,INCOME_7,Own unincorporated business income earners (no.)
2014,16299,INCOME_7,Own unincorporated business income earners (no.)
2015,17428,INCOME_7,Own unincorporated business income earners (no.)
2016,18605,INCOME_7,Own unincorporated business income earners (no.)
2011,39,INCOME_23,Own unincorporated business income earners - median age (years)
2012,39,INCOME_23,Own unincorporated business income earners - median age (years)
2013,39,INCOME_23,Own unincorporated business income earners - median age (years)
2014,39,INCOME_23,Own unincorporated business income earners - median age (years)
2015,39,INCOME_23,Own unincorporated business income earners - median age (years)
2016,38,INCOME_23,Own unincorporated business income earners - median age (years)
2011,528396082,INCOME_6,Total own unincorporated business income ($)
2012,556343671,INCOME_6,Total own unincorporated business income ($)
2013,566689955,INCOME_6,Total own unincorporated business income ($)
2014,616704571,INCOME_6,Total own unincorporated business income ($)
2015,690965088,INCOME_6,Total own unincorporated business income ($)
2016,733245111,INCOME_6,Total own unincorporated business income ($)
2011,9790,INCOME_5,Median own unincorporated business income ($)
2012,9982,INCOME_5,Median own unincorporated business income ($)
2013,10062,INCOME_5,Median own unincorporated business income ($)
2014,10859,INCOME_5,Median own unincorporated business income ($)
2015,11326,INCOME_5,Median own unincorporated business income ($)
2016,11350,INCOME_5,Median own unincorporated business income ($)
2011,36902,INCOME_24,Mean own unincorporated business income ($)
2012,37414,INCOME_24,Mean own unincorporated business income ($)
2013,36474,INCOME_24,Mean own unincorporated business income ($)
2014,37837,INCOME_24,Mean own unincorporated business income ($)
2015,39647,INCOME_24,Mean own unincorporated business income ($)
2016,39411,INCOME_24,Mean own unincorporated business income ($)
2011,5.7,INCOME_25,Own unincorporated business income as main source of income (%)
2012,5.8,INCOME_25,Own unincorporated business income as main source of income (%)
2013,5.8,INCOME_25,Own unincorporated business income as main source of income (%)
2014,6,INCOME_25,Own unincorporated business income as main source of income (%)
2015,6.1,INCOME_25,Own unincorporated business income as main source of income (%)
2016,6.2,INCOME_25,Own unincorporated business income as main source of income (%)
2011,73511,INCOME_10,Investment income earners (no.)
2012,78125,INCOME_10,Investment income earners (no.)
2013,81580,INCOME_10,Investment income earners (no.)
2014,85397,INCOME_10,Investment income earners (no.)
2015,95399,INCOME_10,Investment income earners (no.)
2016,101063,INCOME_10,Investment income earners (no.)
2011,35,INCOME_26,Investment income earners - median age (years)
2012,35,INCOME_26,Investment income earners - median age (years)
2013,35,INCOME_26,Investment income earners - median age (years)
2014,35,INCOME_26,Investment income earners - median age (years)
2015,35,INCOME_26,Investment income earners - median age (years)
2016,35,INCOME_26,Investment income earners - median age (years)
2011,730834256,INCOME_9,Total investment income ($)
2012,767848820,INCOME_9,Total investment income ($)
2013,910583823,INCOME_9,Total investment income ($)
2014,973539747,INCOME_9,Total investment income ($)
2015,1211177977,INCOME_9,Total investment income ($)
2016,1248657847,INCOME_9,Total investment income ($)
2011,356,INCOME_8,Median investment income ($)
2012,364,INCOME_8,Median investment income ($)
2013,333,INCOME_8,Median investment income ($)
2014,322,INCOME_8,Median investment income ($)
